Row,Write,kill API,chdir API,Accept,B/M/M,Connect,network_http,clone API,Rename,Read,postgresql,S/P,execve API,Label
2106,986,0,0,10,84,0,497,0,0,1507,0,980,0,1
2107,1925,0,0,20,114,0,972,0,0,2916,0,1918,0,1
2108,1986,0,0,20,96,0,1001,0,0,2996,0,1966,0,1
2109,824,0,0,8,68,0,416,0,0,1254,0,818,0,1
2110,1776,0,0,16,98,0,896,0,0,2682,0,1774,0,1
2111,1624,0,0,16,102,0,820,0,0,2464,0,1614,0,1
2112,0,0,0,0,0,0,2,0,0,4,0,0,0,1
2113,0,0,0,0,0,0,3,0,0,4,0,0,0,1
2114,0,0,0,0,22,0,5,0,0,4,0,0,0,1
2115,0,0,0,0,0,0,0,0,0,2,0,0,0,1
2116,0,0,0,0,0,0,0,0,0,2,0,0,0,1
2117,0,0,0,0,0,0,0,0,0,2,0,0,0,1
2118,0,0,0,0,0,0,0,0,0,4,0,0,0,1
2119,0,0,0,0,0,0,0,0,0,4,0,0,0,1
2120,0,0,0,0,0,0,0,0,0,2,0,0,0,1
2121,0,0,0,0,0,0,0,0,0,2,0,0,0,1
2122,0,0,0,0,0,0,0,0,0,2,0,0,0,1
2123,0,0,0,0,0,0,0,0,0,4,0,0,0,1
2124,0,0,0,0,0,0,0,0,0,2,0,0,0,1
2125,0,0,0,0,0,0,0,0,0,2,0,0,0,1
2126,0,0,0,0,0,0,0,0,0,2,0,0,0,1
2127,0,0,0,0,0,0,0,0,0,4,0,0,0,1
2128,0,0,0,0,0,0,0,0,0,4,0,0,0,1
2129,0,0,0,0,0,0,0,0,0,4,0,0,0,1
2130,0,0,0,0,0,0,0,0,0,2,0,0,0,1
2131,0,0,0,0,0,0,0,0,0,2,0,0,0,1
2132,0,0,0,0,0,0,0,0,0,4,0,0,0,1
2133,0,0,0,0,0,0,0,0,0,4,0,0,0,1
2134,0,0,0,0,0,0,0,0,0,4,0,0,0,1
2135,0,0,0,0,0,0,0,0,0,2,0,0,0,1
2136,0,0,0,0,0,0,0,0,0,2,0,0,0,1
2137,0,0,0,0,0,0,0,0,0,2,0,0,0,1
2138,0,0,0,0,0,0,0,0,0,4,0,0,0,1
2139,0,0,0,0,0,0,0,0,0,2,0,0,0,1
2140,0,0,0,0,0,0,0,0,0,2,0,0,0,1
2141,0,0,0,0,0,0,0,0,0,2,0,0,0,1
2142,0,0,0,0,0,0,0,0,0,4,0,0,0,1
2143,0,0,0,0,0,0,0,0,0,4,0,0,0,1
2144,0,0,0,0,0,0,0,0,0,4,0,0,0,1
2145,0,0,0,0,0,0,0,0,0,2,0,0,0,1
2146,0,0,0,0,0,0,0,0,0,2,0,0,0,1
2147,0,0,0,0,0,0,0,0,0,2,0,0,0,1
2148,0,0,0,0,0,0,0,0,0,4,0,0,0,1
2149,0,0,0,0,0,0,0,0,0,4,0,0,0,1
2150,0,0,0,0,0,0,0,0,0,2,0,0,0,1
2151,0,0,0,0,0,0,0,0,0,3,0,0,0,1
2152,0,0,0,0,0,0,0,0,0,4,0,0,0,1
2153,0,0,0,0,0,0,0,0,0,4,0,0,0,1
2154,0,0,0,0,0,0,0,0,0,2,0,0,0,1
2155,0,0,0,0,0,0,0,0,0,2,0,0,0,1
2156,0,0,0,0,0,0,0,0,0,2,0,0,0,1
2157,0,0,0,0,0,0,0,0,0,4,0,0,0,1
2158,0,0,0,0,0,0,0,0,0,4,0,0,0,1
2159,0,0,0,0,0,0,0,0,0,4,0,0,0,1
0,802,0,0,10,86,0,404,0,0,1231,0,1114,0,0
1,802,0,0,10,94,0,403,0,0,1231,0,824,0,0
2,802,0,0,10,90,0,403,0,0,1231,0,1052,0,0
3,1000,0,0,10,108,0,508,0,0,1532,0,1064,0,0
4,1000,0,0,10,116,0,509,0,0,1532,0,1018,0,0
5,1000,0,0,10,114,0,509,0,0,1532,0,1030,0,0
6,2,0,0,2,26,0,4,0,0,7,0,2,0,0
7,1118,0,0,12,118,0,567,0,0,1709,0,1128,0,0
8,1002,0,0,12,120,0,509,0,0,1535,0,1008,0,0
9,0,0,0,0,0,0,0,0,0,4,0,0,0,0
10,1000,0,0,10,70,0,505,0,0,1517,0,1018,0,0
11,1000,0,0,10,66,0,505,0,0,1517,0,1010,0,0
12,2,0,0,2,48,0,2,0,0,20,0,2,0,0
13,1002,0,0,12,122,0,509,0,0,1535,0,1000,0,0
14,1039,0,0,14,116,0,528,0,0,1590,0,1030,0,0
15,2,0,0,2,26,0,1,0,0,18,0,2,0,0
16,1002,0,0,12,78,0,506,0,0,1522,0,1002,0,0
17,1002,0,0,12,74,0,506,0,0,1522,0,1012,0,0
18,0,0,0,0,22,0,1,0,0,4,0,0,0,0
19,1000,0,0,10,88,0,504,0,0,1528,0,1014,0,0
20,1000,0,0,10,92,0,504,0,0,1528,0,1004,0,0
21,2,0,0,2,26,0,1,0,0,18,0,2,0,0
22,1002,0,0,12,96,0,510,0,0,1524,0,1000,0,0
23,1108,0,0,14,100,0,563,0,0,1683,0,1104,0,0
24,0,0,0,0,0,0,0,0,0,2,0,0,0,0
25,999,0,0,10,88,0,504,0,0,1528,0,1008,0,0
26,1000,0,0,10,88,0,504,0,0,1530,0,992,0,0
27,2,0,0,2,48,0,2,0,0,20,0,2,0,0
28,1002,0,0,12,98,0,510,0,0,1522,0,1004,0,0
29,1002,0,0,12,98,0,510,0,0,1522,0,1002,0,0
30,0,0,0,0,0,0,0,0,0,2,0,0,0,0
31,1186,0,0,12,100,0,597,0,0,1808,0,1186,0,0
32,1200,0,0,12,100,0,604,0,0,1830,0,1200,0,0
33,2,0,0,2,48,0,2,0,0,20,0,2,0,0
34,1002,0,0,12,104,0,505,0,0,1533,0,1016,0,0
35,1002,0,0,12,94,0,505,0,0,1533,0,1002,0,0
36,0,0,0,0,0,0,0,0,0,4,0,0,0,0
37,1000,0,0,10,102,0,509,0,0,1519,0,1008,0,0
38,1000,0,0,10,92,0,509,0,0,1519,0,1024,0,0
39,2,0,0,2,48,0,2,0,0,18,0,2,0,0
40,1202,0,0,14,100,0,606,0,0,1833,0,1196,0,0
41,1202,0,0,14,100,0,605,0,0,1833,0,1190,0,0
42,0,0,0,0,0,0,0,0,0,4,0,0,0,0
43,1000,0,0,10,116,0,509,0,0,1532,0,996,0,0
44,1000,0,0,10,114,0,509,0,0,1532,0,994,0,0
45,2,0,0,2,48,0,2,0,0,18,0,2,0,0
46,1002,0,0,12,100,0,509,0,0,1522,0,1002,0,0
47,1002,0,0,12,94,0,509,0,0,1522,0,994,0,0
48,0,0,0,0,0,0,0,0,0,4,0,0,0,0
49,1200,0,0,12,96,0,605,0,0,1830,0,1200,0,0
50,1006,0,0,10,72,0,508,0,0,1526,0,1006,0,0
51,2,0,0,2,48,0,2,0,0,20,0,2,0,0
52,1002,0,0,12,120,0,509,0,0,1535,0,998,0,0
53,1002,0,0,12,126,0,509,0,0,1535,0,992,0,0
54,2,0,0,2,26,0,1,0,0,18,0,2,0,0
55,1002,0,0,12,74,0,506,0,0,1522,0,992,0,0
56,1002,0,0,12,76,0,506,0,0,1522,0,994,0,0
57,0,0,0,0,22,0,1,0,0,4,0,0,0,0
58,1000,0,0,10,114,0,508,0,0,1529,0,996,0,0
59,1000,0,0,10,114,0,508,0,0,1530,0,992,0,0
60,2,0,0,2,26,0,1,0,0,18,0,2,0,0
61,1002,0,0,12,98,0,510,0,0,1524,0,998,0,0
62,1002,0,0,12,98,0,510,0,0,1524,0,996,0,0
63,0,0,0,0,22,0,1,0,0,4,0,0,0,0
64,1000,0,0,10,96,0,504,0,0,1528,0,996,0,0
65,1072,0,0,12,98,0,541,0,0,1638,0,1062,0,0
66,2,0,0,2,48,0,2,0,0,20,0,2,0,0
67,1002,0,0,12,106,0,510,0,0,1522,0,1002,0,0
68,1002,0,0,12,104,0,510,0,0,1522,0,994,0,0
69,0,0,0,0,0,0,0,0,0,2,0,0,0,0
70,1000,0,0,10,102,0,504,0,0,1530,0,996,0,0
71,1000,0,0,10,88,0,504,0,0,1530,0,992,0,0
72,2,0,0,2,48,0,2,0,0,20,0,2,0,0
73,1028,0,0,14,124,0,523,0,0,1574,0,1016,0,0
74,1202,0,0,14,122,0,610,0,0,1835,0,1192,0,0
75,0,0,0,0,0,0,0,0,0,2,0,0,0,0
76,1000,0,0,10,94,0,509,0,0,1519,0,1000,0,0
77,1000,0,0,10,92,0,509,0,0,1519,0,992,0,0
78,2,0,0,2,48,0,2,0,0,20,0,2,0,0
79,1002,0,0,12,96,0,505,0,0,1533,0,996,0,0
80,1002,0,0,12,98,0,505,0,0,1533,0,994,0,0
81,0,0,0,0,0,0,0,0,0,4,0,0,0,0
82,1198,0,0,12,118,0,608,0,0,1829,0,1194,0,0
83,1200,0,0,12,122,0,609,0,0,1832,0,1194,0,0
84,2,0,0,2,48,0,2,0,0,18,0,2,0,0
85,1002,0,0,12,76,0,505,0,0,1520,0,992,0,0
86,1002,0,0,12,74,0,505,0,0,1520,0,994,0,0
87,0,0,0,0,0,0,0,0,0,4,0,0,0,0
88,1000,0,0,10,118,0,509,0,0,1532,0,994,0,0
89,1000,0,0,10,120,0,509,0,0,1532,0,990,0,0
90,2,0,0,2,48,0,2,0,0,18,0,2,0,0
91,1200,0,0,14,124,0,608,0,0,1832,0,1193,0,0
92,1202,0,0,14,122,0,609,0,0,1835,0,1190,0,0
93,0,0,0,0,0,0,0,0,0,4,0,0,0,0
94,1000,0,0,10,72,0,505,0,0,1517,0,992,0,0
95,1000,0,0,10,70,0,505,0,0,1517,0,992,0,0
96,2,0,0,2,48,0,2,0,0,20,0,2,0,0
97,1002,0,0,12,122,0,509,0,0,1535,0,1002,0,0
98,1002,0,0,12,116,0,509,0,0,1535,0,994,0,0
99,2,0,0,2,26,0,1,0,0,18,0,2,0,0
100,1202,0,0,14,78,0,606,0,0,1822,0,1194,0,0
101,1002,0,0,12,74,0,506,0,0,1522,0,992,0,0
102,0,0,0,0,22,0,1,0,0,4,0,0,0,0
103,1000,0,0,10,112,0,508,0,0,1530,0,994,0,0
104,1000,0,0,10,110,0,508,0,0,1530,0,994,0,0
105,2,0,0,2,26,0,1,0,0,18,0,2,0,0
106,1002,0,0,12,98,0,510,0,0,1524,0,994,0,0
107,1002,0,0,12,98,0,510,0,0,1524,0,994,0,0
108,0,0,0,0,22,0,1,0,0,4,0,0,0,0
109,1019,0,0,10,94,0,513,0,0,1557,0,1008,0,0
110,1000,0,0,10,92,0,504,0,0,1530,0,992,0,0
111,2,0,0,2,48,0,2,0,0,20,0,2,0,0
112,1002,0,0,12,98,0,510,0,0,1522,0,994,0,0
113,1002,0,0,12,96,0,510,0,0,1522,0,992,0,0
114,0,0,0,0,0,0,0,0,0,2,0,0,0,0
115,1000,0,0,10,92,0,504,0,0,1530,0,990,0,0
116,1032,0,0,12,96,0,520,0,0,1578,0,1024,0,0
117,2,0,0,2,48,0,2,0,0,20,0,2,0,0
118,1002,0,0,12,118,0,510,0,0,1535,0,992,0,0
119,1002,0,0,12,120,0,510,0,0,1535,0,992,0,0
120,0,0,0,0,0,0,0,0,0,2,0,0,0,0
121,1000,0,0,10,98,0,509,0,0,1519,0,992,0,0
122,1000,0,0,10,94,0,509,0,0,1519,0,990,0,0
123,2,0,0,2,48,0,2,0,0,18,0,2,0,0
124,1068,0,0,14,100,0,538,0,0,1630,0,1060,0,0
125,1202,0,0,14,96,0,605,0,0,1833,0,1198,0,0
126,0,0,0,0,0,0,0,0,0,4,0,0,0,0
127,1000,0,0,10,114,0,509,0,0,1531,0,998,0,0
128,1000,0,0,10,110,0,509,0,0,1532,0,992,0,0
129,2,0,0,2,48,0,2,0,0,18,0,2,0,0
130,1002,0,0,12,78,0,505,0,0,1520,0,992,0,0
131,1002,0,0,12,82,0,505,0,0,1520,0,994,0,0
132,0,0,0,0,0,0,0,0,0,4,0,0,0,0
133,1200,0,0,12,118,0,609,0,0,1832,0,1190,0,0
134,1200,0,0,12,100,0,605,0,0,1830,0,1192,0,0
135,2,0,0,2,48,0,2,0,0,18,0,2,0,0
136,1002,0,0,12,130,0,509,0,0,1535,0,994,0,0
137,1002,0,0,12,122,0,509,0,0,1535,0,994,0,0
138,0,0,0,0,0,0,0,0,0,2,0,0,0,0
139,1000,0,0,10,68,0,505,0,0,1517,0,992,0,0
140,1000,0,0,10,74,0,505,0,0,1517,0,990,0,0
141,0,0,0,0,22,0,1,0,0,4,0,0,0,0
142,1199,0,0,12,120,0,608,0,0,1828,0,1190,0,0
143,1200,0,0,12,124,0,608,0,0,1830,0,1188,0,0
144,2,0,0,2,26,0,1,0,0,18,0,2,0,0
145,1002,0,0,12,80,0,506,0,0,1522,0,992,0,0
146,1002,0,0,12,72,0,506,0,0,1522,0,994,0,0
147,0,0,0,0,22,0,1,0,0,4,0,0,0,0
148,1000,0,0,10,98,0,504,0,0,1528,0,998,0,0
149,1000,0,0,10,86,0,504,0,0,1530,0,1000,0,0
150,2,0,0,2,48,0,2,0,0,20,0,2,0,0
151,1202,0,0,14,104,0,610,0,0,1824,0,1192,0,0
152,1126,0,0,12,108,0,572,0,0,1711,0,1118,0,0
153,0,0,0,0,0,0,0,0,0,2,0,0,0,0
154,1000,0,0,10,94,0,504,0,0,1530,0,990,0,0
155,1000,0,0,10,90,0,504,0,0,1528,0,990,0,0
156,2,0,0,2,48,0,2,0,0,20,0,2,0,0
157,1002,0,0,12,102,0,510,0,0,1522,0,994,0,0
158,1002,0,0,12,96,0,510,0,0,1525,0,998,0,0
159,0,0,0,0,0,0,0,0,0,2,0,0,0,0
160,1190,0,0,10,100,0,604,0,0,1804,0,1182,0,0
161,1000,0,0,10,94,0,509,0,0,1521,0,990,0,0
162,2,0,0,2,48,0,2,0,0,20,0,2,0,0
163,1002,0,0,12,96,0,505,0,0,1533,0,1000,0,0
164,1002,0,0,12,104,0,505,0,0,1532,0,994,0,0
165,0,0,0,0,0,0,0,0,0,4,0,0,0,0
166,1000,0,0,10,98,0,509,0,0,1519,0,992,0,0
167,1008,0,0,12,120,0,513,0,0,1544,0,996,0,0
168,2,0,0,2,48,0,2,0,0,18,0,2,0,0
169,1001,0,0,12,68,0,505,0,0,1518,0,996,0,0
170,1002,0,0,12,80,0,505,0,0,1523,0,992,0,0
171,0,0,0,0,0,0,0,0,0,4,0,0,0,0
172,1000,0,0,10,112,0,509,0,0,1532,0,992,0,0
173,1000,0,0,10,116,0,509,0,0,1530,0,994,0,0
174,2,0,0,2,48,0,2,0,0,18,0,2,0,0
175,1002,0,0,12,100,0,509,0,0,1522,0,994,0,0
176,1199,0,0,14,128,0,608,0,0,1831,0,1194,0,0
177,0,0,0,0,0,0,0,0,0,4,0,0,0,0
178,1000,0,0,10,70,0,505,0,0,1516,0,994,0,0
179,1000,0,0,10,74,0,505,0,0,1519,0,990,0,0
180,2,0,0,2,48,0,2,0,0,20,0,2,0,0
181,1002,0,0,12,118,0,509,0,0,1535,0,994,0,0
182,1002,0,0,12,126,0,509,0,0,1534,0,992,0,0
183,2,0,0,2,26,0,1,0,0,18,0,2,0,0
184,1085,0,0,14,80,0,548,0,0,1646,0,1078,0,0
185,1202,0,0,14,78,0,606,0,0,1822,0,1190,0,0
186,0,0,0,0,22,0,1,0,0,4,0,0,0,0
187,1000,0,0,10,116,0,508,0,0,1529,0,990,0,0
188,1000,0,0,10,112,0,508,0,0,1533,0,992,0,0
189,2,0,0,2,26,0,1,0,0,18,0,2,0,0
190,1002,0,0,12,102,0,510,0,0,1524,0,994,0,0
191,1002,0,0,12,90,0,510,0,0,1522,0,992,0,0
192,0,0,0,0,22,0,1,0,0,4,0,0,0,0
193,1200,0,0,12,92,0,604,0,0,1830,0,1188,0,0
194,1200,0,0,12,100,0,604,0,0,1831,0,1190,0,0
195,2,0,0,2,47,0,2,0,0,20,0,2,0,0
196,1002,0,0,12,92,0,510,0,0,1522,0,996,0,0
197,1002,0,0,12,96,0,510,0,0,1525,0,994,0,0
198,0,0,0,0,0,0,0,0,0,2,0,0,0,0
199,1000,0,0,10,94,0,504,0,0,1530,0,994,0,0
200,1000,0,0,10,94,0,504,0,0,1528,0,992,0,0
201,2,0,0,2,48,0,2,0,0,20,0,2,0,0
202,1202,0,0,14,126,0,610,0,0,1833,0,1190,0,0
203,1202,0,0,14,132,0,610,0,0,1836,0,1198,0,0
204,0,0,0,0,0,0,0,0,0,2,0,0,0,0
205,1000,0,0,10,90,0,509,0,0,1519,0,990,0,0
206,1000,0,0,10,94,0,509,0,0,1521,0,992,0,0
207,2,0,0,2,48,0,2,0,0,20,0,2,0,0
208,1002,0,0,12,96,0,505,0,0,1533,0,994,0,0
209,1002,0,0,12,102,0,505,0,0,1532,0,998,0,0
210,0,0,0,0,0,0,0,0,0,4,0,0,0,0
211,1200,0,0,12,118,0,609,0,0,1832,0,1188,0,0
212,1012,0,0,10,110,0,515,0,0,1548,0,1006,0,0
213,2,0,0,2,48,0,2,0,0,18,0,2,0,0
214,1002,0,0,12,84,0,505,0,0,1520,0,996,0,0
215,1002,0,0,12,76,0,505,0,0,1523,0,992,0,0
216,0,0,0,0,0,0,0,0,0,4,0,0,0,0
217,1000,0,0,10,118,0,509,0,0,1532,0,990,0,0
218,1008,0,0,12,118,0,513,0,0,1544,0,1004,0,0
219,2,0,0,2,48,0,2,0,0,18,0,2,0,0
220,1002,0,0,12,122,0,509,0,0,1535,0,996,0,0
221,1002,0,0,12,118,0,509,0,0,1534,0,996,0,0
222,0,0,0,0,0,0,0,0,0,4,0,0,0,0
223,1000,0,0,10,72,0,505,0,0,1517,0,992,0,0
224,1000,0,0,10,64,0,505,0,0,1519,0,998,0,0
225,2,0,0,2,48,0,2,0,0,20,0,2,0,0
226,1002,0,0,12,118,0,509,0,0,1535,0,994,0,0
227,1078,0,0,14,118,0,547,0,0,1649,0,1070,0,0
228,2,0,0,2,26,0,1,0,0,18,0,2,0,0
229,1000,0,0,12,76,0,505,0,0,1519,0,1002,0,0
230,1002,0,0,12,72,0,506,0,0,1520,0,998,0,0
231,0,0,0,0,22,0,1,0,0,4,0,0,0,0
232,1000,0,0,10,112,0,508,0,0,1530,0,990,0,0
233,1000,0,0,10,104,0,508,0,0,1523,0,1000,0,0
234,2,0,0,2,26,0,1,0,0,18,0,2,0,0
235,1076,0,0,14,92,0,548,0,0,1636,0,1070,0,0
236,1202,0,0,14,124,0,610,0,0,1836,0,1196,0,0
237,0,0,0,0,22,0,1,0,0,4,0,0,0,0
238,998,0,0,10,84,0,504,0,0,1528,0,994,0,0
239,1000,0,0,10,100,0,504,0,0,1529,0,1008,0,0
240,2,0,0,2,48,0,2,0,0,20,0,2,0,0
241,1002,0,0,12,90,0,510,0,0,1522,0,992,0,0
242,1002,0,0,12,102,0,510,0,0,1525,0,998,0,0
243,0,0,0,0,0,0,0,0,0,2,0,0,0,0
244,1200,0,0,12,94,0,604,0,0,1828,0,1188,0,0
245,1200,0,0,12,102,0,604,0,0,1831,0,1188,0,0
246,2,0,0,2,48,0,2,0,0,20,0,2,0,0
247,1002,0,0,12,112,0,510,0,0,1535,0,992,0,0
248,1002,0,0,12,126,0,510,0,0,1534,0,996,0,0
249,0,0,0,0,0,0,0,0,0,2,0,0,0,0
250,1000,0,0,10,86,0,509,0,0,1519,0,994,0,0
251,1000,0,0,10,98,0,509,0,0,1522,0,996,0,0
252,2,0,0,2,48,0,2,0,0,18,0,2,0,0
253,1202,0,0,14,94,0,605,0,0,1833,0,1190,0,0
254,1200,0,0,12,84,0,604,0,0,1820,0,1204,0,0
255,0,0,0,0,0,0,0,0,0,4,0,0,0,0
256,1000,0,0,10,118,0,509,0,0,1532,0,992,0,0
257,1000,0,0,10,122,0,509,0,0,1531,0,990,0,0
258,2,0,0,2,48,0,2,0,0,18,0,2,0,0
259,1002,0,0,12,78,0,505,0,0,1520,0,1002,0,0
260,1002,0,0,12,86,0,505,0,0,1523,0,1014,0,0
261,0,0,0,0,0,0,0,0,0,4,0,0,0,0
262,1198,0,0,12,90,0,604,0,0,1826,0,1186,0,0
263,1000,0,0,10,94,0,505,0,0,1531,0,998,0,0
264,2,0,0,2,48,0,2,0,0,20,0,2,0,0
265,1002,0,0,12,116,0,509,0,0,1535,0,994,0,0
266,1002,0,0,12,94,0,509,0,0,1523,0,994,0,0
267,2,0,0,2,26,0,1,0,0,18,0,2,0,0
268,1002,0,0,12,68,0,506,0,0,1522,0,994,0,0
269,1018,0,0,14,96,0,514,0,0,1556,0,1014,0,0
270,0,0,0,0,22,0,1,0,0,4,0,0,0,0
271,1040,0,0,10,124,0,528,0,0,1590,0,1032,0,0
272,1000,0,0,10,102,0,508,0,0,1523,0,1010,0,0
273,2,0,0,2,26,0,1,0,0,18,0,2,0,0
274,1002,0,0,12,76,0,506,0,0,1522,0,996,0,0
275,1002,0,0,12,120,0,510,0,0,1533,0,1012,0,0
276,0,0,0,0,22,0,1,0,0,4,0,0,0,0
277,1000,0,0,10,92,0,504,0,0,1528,0,994,0,0
278,1145,0,0,12,108,0,577,0,0,1749,0,1166,0,0
279,2,0,0,2,48,0,2,0,0,20,0,2,0,0
280,1002,0,0,12,100,0,510,0,0,1522,0,994,0,0
281,1002,0,0,12,106,0,510,0,0,1525,0,996,0,0
282,0,0,0,0,0,0,0,0,0,2,0,0,0,0
283,1000,0,0,10,92,0,504,0,0,1530,0,994,0,0
284,1000,0,0,10,94,0,505,0,0,1529,0,1006,0,0
285,2,0,0,2,48,0,2,0,0,20,0,2,0,0
286,1168,0,0,14,128,0,593,0,0,1782,0,1158,0,0
287,1202,0,0,14,132,0,610,0,0,1836,0,1202,0,0
288,0,0,0,0,0,0,0,0,0,2,0,0,0,0
289,1000,0,0,10,92,0,509,0,0,1519,0,990,0,0
290,1000,0,0,10,104,0,509,0,0,1522,0,1000,0,0
291,2,0,0,2,48,0,2,0,0,20,0,2,0,0
292,1002,0,0,12,96,0,505,0,0,1533,0,992,0,0
293,1002,0,0,12,96,0,505,0,0,1532,0,1006,0,0
294,0,0,0,0,0,0,0,0,0,4,0,0,0,0
295,1198,0,0,12,116,0,608,0,0,1829,0,1193,0,0
296,1200,0,0,12,124,0,610,0,0,1833,0,1192,0,0
297,2,0,0,2,48,0,2,0,0,18,0,2,0,0
298,1002,0,0,12,72,0,505,0,0,1520,0,996,0,0
299,1002,0,0,12,78,0,505,0,0,1523,0,1008,0,0
300,0,0,0,0,0,0,0,0,0,4,0,0,0,0
301,1000,0,0,10,114,0,509,0,0,1532,0,994,0,0
302,1000,0,0,10,118,0,510,0,0,1531,0,998,0,0
303,2,0,0,2,48,0,2,0,0,18,0,2,0,0
304,1202,0,0,14,104,0,609,0,0,1824,0,1192,0,0
305,1202,0,0,14,106,0,610,0,0,1825,0,1202,0,0
306,0,0,0,0,0,0,0,0,0,4,0,0,0,0
307,1000,0,0,10,96,0,505,0,0,1528,0,992,0,0
308,1000,0,0,10,94,0,505,0,0,1531,0,1000,0,0
309,2,0,0,2,48,0,2,0,0,20,0,2,0,0
310,1002,0,0,12,100,0,509,0,0,1524,0,992,0,0
311,1002,0,0,12,102,0,510,0,0,1523,0,998,0,0
312,2,0,0,2,26,0,1,0,0,18,0,2,0,0
313,1202,0,0,14,94,0,606,0,0,1833,0,1198,0,0
314,1010,0,0,12,100,0,509,0,0,1543,0,1004,0,0
315,0,0,0,0,22,0,1,0,0,4,0,0,0,0
316,1000,0,0,10,92,0,508,0,0,1519,0,1000,0,0
317,1000,0,0,10,102,0,509,0,0,1523,0,996,0,0
318,2,0,0,2,26,0,1,0,0,18,0,2,0,0
319,1002,0,0,12,120,0,510,0,0,1535,0,992,0,0
320,1008,0,0,14,128,0,512,0,0,1545,0,1004,0,0
321,0,0,0,0,22,0,1,0,0,4,0,0,0,0
322,1044,0,0,10,97,0,526,0,0,1595,0,1034,0,0
323,1000,0,0,10,96,0,505,0,0,1529,0,1002,0,0
324,2,0,0,2,48,0,2,0,0,20,0,2,0,0
325,1002,0,0,12,98,0,510,0,0,1522,0,996,0,0
326,1002,0,0,12,104,0,509,0,0,1525,0,998,0,0
327,0,0,0,0,0,0,0,0,0,2,0,0,0,0
328,1000,0,0,10,88,0,504,0,0,1530,0,994,0,0
329,1112,0,0,12,100,0,562,0,0,1700,0,1118,0,0
330,2,0,0,2,48,0,2,0,0,20,0,2,0,0
331,1002,0,0,12,112,0,510,0,0,1535,0,998,0,0
332,1002,0,0,12,124,0,509,0,0,1534,0,996,0,0
333,0,0,0,0,0,0,0,0,0,2,0,0,0,0
334,1000,0,0,10,86,0,509,0,0,1519,0,994,0,0
335,1000,0,0,10,100,0,509,0,0,1522,0,992,0,0
336,2,0,0,2,48,0,2,0,0,20,0,2,0,0
337,1176,0,0,14,92,0,593,0,0,1794,0,1170,0,0
338,1202,0,0,14,104,0,605,0,0,1834,0,1192,0,0
339,0,0,0,0,0,0,0,0,0,4,0,0,0,0
340,1000,0,0,10,114,0,509,0,0,1532,0,996,0,0
341,1000,0,0,10,118,0,509,0,0,1531,0,996,0,0
342,2,0,0,2,48,0,2,0,0,18,0,2,0,0
343,1002,0,0,12,72,0,505,0,0,1520,0,994,0,0
344,1002,0,0,12,82,0,505,0,0,1523,0,996,0,0
345,0,0,0,0,0,0,0,0,0,4,0,0,0,0
346,1200,0,0,12,114,0,609,0,0,1832,0,1192,0,0
347,1200,0,0,12,126,0,609,0,0,1833,0,1198,0,0
348,2,0,0,2,48,0,2,0,0,18,0,2,0,0
349,1002,0,0,12,90,0,510,0,0,1524,0,996,0,0
350,1002,0,0,12,104,0,510,0,0,1523,0,994,0,0
351,2,0,0,2,24,0,1,0,0,18,0,0,0,0
352,1000,0,0,10,86,0,504,0,0,1528,0,994,0,0
353,1002,0,0,12,98,0,505,0,0,1534,0,992,0,0
354,0,0,0,0,22,0,1,0,0,4,0,0,0,0
355,1200,0,0,12,90,0,609,0,0,1819,0,1188,0,0
356,1018,0,0,10,100,0,518,0,0,1550,0,1012,0,0
357,2,0,0,2,26,0,1,0,0,18,0,2,0,0
358,1002,0,0,12,96,0,505,0,0,1533,0,996,0,0
359,1002,0,0,12,94,0,505,0,0,1531,0,994,0,0
360,0,0,0,0,22,0,1,0,0,4,0,0,0,0
361,1000,0,0,10,64,0,505,0,0,1517,0,992,0,0
362,1084,0,0,12,102,0,548,0,0,1659,0,1078,0,0
363,2,0,0,2,42,0,2,0,0,20,0,2,0,0
364,1002,0,0,12,90,0,509,0,0,1522,0,998,0,0
365,1002,0,0,12,104,0,509,0,0,1525,0,992,0,0
366,0,0,0,0,0,0,0,0,0,2,0,0,0,0
367,1000,0,0,10,100,0,505,0,0,1530,0,992,0,0
368,1000,0,0,10,98,0,505,0,0,1529,0,990,0,0
369,2,0,0,2,48,0,2,0,0,20,0,2,0,0
370,1026,0,0,14,118,0,521,0,0,1571,0,1024,0,0
371,1122,0,0,14,130,0,570,0,0,1717,0,1122,0,0
372,0,0,0,0,0,0,0,0,0,2,0,0,0,0
373,1000,0,0,10,70,0,505,0,0,1517,0,1000,0,0
374,1000,0,0,10,74,0,505,0,0,1520,0,1008,0,0
375,2,0,0,2,48,0,2,0,0,20,0,2,0,0
376,1002,0,0,12,100,0,505,0,0,1533,0,996,0,0
377,1002,0,0,12,96,0,505,0,0,1532,0,998,0,0
378,0,0,0,0,0,0,0,0,0,4,0,0,0,0
379,1199,0,0,12,122,0,610,0,0,1830,0,1194,0,0
380,1200,0,0,12,126,0,609,0,0,1833,0,1192,0,0
381,2,0,0,2,48,0,2,0,0,18,0,2,0,0
382,1002,0,0,12,70,0,505,0,0,1520,0,996,0,0
383,1002,0,0,12,80,0,505,0,0,1523,0,992,0,0
384,0,0,0,0,0,0,0,0,0,4,0,0,0,0
385,1000,0,0,10,116,0,509,0,0,1532,0,996,0,0
386,1000,0,0,10,120,0,509,0,0,1531,0,992,0,0
